Symbol,Name,Market Cap,Sector,Industry,Beta,Price,Dividend,Volume,Exchange,Exchange Code,Country,isFund
STLAP.PA,Stellantis N.V.,34410493523.0,Consumer Cyclical,Auto - Manufacturers,1.293,11.934,1.55,2670401,Paris,EURONEXT,NL,False
DFQTX,DFA U.S. Core Equity 2 Portfolio,34395529197.0,,,0.99,39.13,0.330999999999999,0,NASDAQ,NASDAQ,US,True
PPL-PC.TO,Pembina Pipeline Corporation,34366026678.0,Energy,Oil & Gas Midstream,1.478,21.53,1.5,550,Toronto Stock Exchange,TSX,CA,False
EEM,iShares MSCI Emerging Markets ETF,34259253372.0,Financial Services,Asset Management,0.98,45.5333,1.0379,13281581,New York Stock Exchange Arca,AMEX,US,False
VICI,VICI Properties Inc.,34258166550.0,Real Estate,REIT - Diversified,0.9570000000000001,32.715,1.73,1354333,New York Stock Exchange,NYSE,US,False
VMC,Vulcan Materials Company,34225990200.0,Basic Materials,Construction Materials,0.8150000000000001,259.17,1.8399999999999999,291023,New York Stock Exchange,NYSE,US,False
PPL-PA.TO,Pembina Pipeline Corporation,34222112853.0,Energy,Oil & Gas Midstream,1.478,22.7,1.63,6724,Toronto Stock Exchange,TSX,CA,False
RBHEX,American Funds 2050 Target Date Retirement Fund,34178019319.0,Financial Services,Asset Management,1.21,21.29,0.166,0,NASDAQ,NASDAQ,,True
RFITX,American Funds 2050 Target Date Retirement Fund Class R-6,34178019317.0,Financial Services,Asset Management,1.21,22.01,0.295,0,NASDAQ,NASDAQ,,True
AALTX,American Funds 2050 Trgt Date Retire A,34178019315.0,Financial Services,Asset Management,1.21,21.81,0.23800000000000002,0,Nasdaq,NASDAQ,,True
FAITX,American Funds 2050 Target Date Retirment Fd Cl F-1,34178019310.0,Financial Services,Asset Management,1.21,21.62,0.231,0,NASDAQ,NASDAQ,,True
EFX,Equifax Inc.,34172789800.0,Industrials,Consulting Services,1.58,276.175,1.56,448697,New York Stock Exchange,NYSE,US,False
MBB,iShares MBS ETF,34119402469.0,Financial Services,Asset Management,1.09,93.5285,3.52677,1630642,NASDAQ Global Market,NASDAQ,US,False
DB,Deutsche Bank Aktiengesellschaft,34006842000.0,Financial Services,Banks - Regional,1.113,17.46,0.49,629766,New York Stock Exchange,NYSE,DE,False
VTRLX,Vanguard Institutional Target Retirement 2050 Fund Institutional Shares,33946150882.0,Financial Services,Asset Management,1.43,32.04,0.0,0,NASDAQ,NASDAQ,US,True
FFFEX,Fidelity Freedom 2030 Fund,33915467761.0,Financial Services,Asset Management,1.05,18.55,0.331,0,NASDAQ,NASDAQ,US,True
QQQM,Invesco NASDAQ 100 ETF,33873822296.0,Financial Services,Asset Management,1.18,203.54,1.34583,989493,NASDAQ Global Market,NASDAQ,US,False
PRUIX,T. Rowe Price Equity Index 500 Fund I Class,33723039666.0,Financial Services,Asset Management,1.0,154.35,0.974,0,NASDAQ,NASDAQ,US,True
PREIX,T. Rowe Price Equity Index 500 Fund,33723039661.0,Financial Services,Asset Management,1.0,154.34,0.893,0,NASDAQ,NASDAQ,US,True
BIL,SPDR Bloomberg 1-3 Month T-Bill ETF,33612292675.0,Financial Services,Asset Management,-0.0011929048000000001,91.68,4.768869999999999,3317763,New York Stock Exchange Arca,AMEX,US,False
RRMGX,T. Rowe Price Mid-Cap Growth Fund,33485979645.0,Financial Services,Asset Management,1.0,99.09,0.0,0,NASDAQ,NASDAQ,US,True
ARES,Ares Management Corporation,33472997950.0,Financial Services,Asset Management,1.235,168.77,3.7199999999999998,509903,New York Stock Exchange,NYSE,US,False
T.TO,TELUS Corporation,33450640000.0,Communication Services,Telecommunications Services,0.721,22.42,1.56,1107974,Toronto Stock Exchange,TSX,CA,False
ARGX,argenx SE,33387862068.0,Healthcare,Biotechnology,0.306,558.36,0.0,111729,NASDAQ Global Select,NASDAQ,NL,False
WAB,Westinghouse Air Brake Technologies Corporation,33351339540.0,Industrials,Railroads,1.275,190.38,0.8,532795,New York Stock Exchange,NYSE,US,False
IEF,iShares 7-10 Year Treasury Bond ETF,33335905792.0,Financial Services,Asset Management - Bonds,1.1400000000000001,95.29,3.235909999999999,3235187,NASDAQ Global Market,NASDAQ,US,False
AXON,"Axon Enterprise, Inc.",33171071756.0,Industrials,Aerospace & Defense,0.9400000000000001,438.92,0.0,125495,NASDAQ Global Select,NASDAQ,US,False
CCEP.AS,Coca-Cola Europacific Partners PLC,33100746800.0,Consumer Defensive,Beverages - Non-Alcoholic,0.755,71.9,1.9100000000000001,18111,Amsterdam,EURONEXT,GB,False
IUSB,iShares Core Total USD Bond Market ETF,33006481117.0,Financial Services,Asset Management - Bonds,0.98,46.105,1.77471,1365857,NASDAQ Global Market,NASDAQ,US,False
UCB.BR,UCB SA,33001807220.0,Healthcare,Biotechnology,0.363,173.95,1.3599999999999999,124340,Brussels,EURONEXT,BE,False
SLF,Sun Life Financial Inc.,32892497600.0,Financial Services,Insurance - Diversified,0.9380000000000001,56.95,2.4,112694,New York Stock Exchange,NYSE,CA,False
SCHG,Schwab U.S. Large-Cap Growth ETF,32821459885.0,Financial Services,Asset Management,1.17,26.6302,0.27955,2387929,New York Stock Exchange Arca,AMEX,US,False
MTB-PJ,M&T Bank Corporation,32809710720.0,Financial Services,Banks - Regional,0.745,27.705,1.88,89213,New York Stock Exchange,NYSE,US,False
EIX,Edison International,32751671370.0,Utilities,Regulated Electric,0.921,84.81,3.12,484484,New York Stock Exchange,NYSE,US,False
DFIEX,DFA International Core Equity Portfolio,32705781752.0,,,1.06,16.5,0.41100000000000003,0,NASDAQ,NASDAQ,,True
PEQSX,Putnam Large Cap Value R6,32632887284.0,,,0.8,37.84,0.5700000000000001,0,Nasdaq,NASDAQ,,True
PEYAX,Putnam Large Cap Value Fund Class A,32632887269.0,Financial Services,Asset Management,0.8,37.82,0.458,0,NASDAQ,NASDAQ,,True
BIDU,"Baidu, Inc.",32542563050.0,Communication Services,Internet Content & Information,0.486,91.22,0.0,3205840,NASDAQ Global Select,NASDAQ,CN,False
MTB,M&T Bank Corporation,32398194000.0,Financial Services,Banks - Regional,0.745,194.0,5.4,553486,New York Stock Exchange,NYSE,US,False
XYL,Xylem Inc.,32288980955.0,Industrials,Industrial - Machinery,1.035,132.935,1.44,276616,New York Stock Exchange,NYSE,US,False
CNC,Centene Corporation,32219337500.0,Healthcare,Medical - Healthcare Plans,0.48,61.25,0.0,12222600,New York Stock Exchange,NYSE,US,False
LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,32213092280.0,Financial Services,Asset Management - Bonds,1.49,109.755,4.748429999999999,19754682,New York Stock Exchange Arca,AMEX,US,False
FLTR.IR,Flutter Entertainment plc,32206786094.0,Consumer Cyclical,"Gambling, Resorts & Casinos",0.841,181.95,0.0,2878578,Irish,EURONEXT,IE,False
GRMN,Garmin Ltd.,32053606640.0,Technology,"Hardware, Equipment & Parts",1.006,166.76,3.0,173605,New York Stock Exchange,NYSE,CH,False
NTR.TO,Nutrien Ltd.,32010777900.0,Basic Materials,Agricultural Inputs,0.9540000000000001,64.7,2.92,488212,Toronto Stock Exchange,TSX,CA,False
MDY,SPDR S&P MIDCAP 400 ETF Trust,32001113103.0,Financial Services,Asset Management,1.05,577.48,6.55175,252061,New York Stock Exchange Arca,AMEX,US,False
FPURX,Fidelity Puritan Fund,31930523647.0,Financial Services,Asset Management,1.01,25.29,0.319,0,NASDAQ,NASDAQ,US,True
AVB,"AvalonBay Communities, Inc.",31918472395.0,Real Estate,REIT - Residential,0.985,224.435,6.8,191153,New York Stock Exchange,NYSE,US,False
EL,The Estée Lauder Companies Inc.,31815867747.0,Consumer Defensive,Household & Personal Products,1.002,88.63,2.64,990318,New York Stock Exchange,NYSE,US,False
JUEMX,JPMorgan U.S. Equity Fund Class R6,31811395584.0,Financial Services,Asset Management,0.98,26.74,0.115999999999999,0,NASDAQ,NASDAQ,US,True
JUEAX,JPMorgan U.S. Equity Fund Class A,31811395582.0,Financial Services,Asset Management,0.98,26.46,0.062,0,NASDAQ,NASDAQ,US,True
JUSRX,JPMorgan U.S. Equity Fund,31811395581.0,Financial Services,Asset Management,0.98,26.67,0.105,0,NASDAQ,NASDAQ,US,True
JUEZX,JPMorgan U.S. Equity Fund Class R2,31811395568.0,Financial Services,Asset Management,0.98,26.08,0.036000000000000004,0,NASDAQ,NASDAQ,US,True
JUESX,JPMorgan U.S. Equity Fund Class I,31811395568.0,Financial Services,Asset Management,0.98,26.58,0.11326000000000001,0,NASDAQ,NASDAQ,US,True
CSGP,"CoStar Group, Inc.",31809995540.0,Real Estate,Real Estate - Services,0.8140000000000001,77.62,0.0,1321393,NASDAQ Global Select,NASDAQ,US,False
QSR.TO,Restaurant Brands International Inc.,31788096750.0,Consumer Cyclical,Restaurants,0.9540000000000001,100.27,3.14,189664,Toronto Stock Exchange,TSX,CA,False
VXF,Vanguard Extended Market Index Fund,31775292028.0,Financial Services,Asset Management,1.11,185.6261,2.1768,130704,New York Stock Exchange Arca,AMEX,US,True
TW,Tradeweb Markets Inc.,31702977625.0,Financial Services,Financial - Capital Markets,1.017,134.1625,0.4,405897,NASDAQ Global Select,NASDAQ,US,False
RI.PA,Pernod Ricard SA,31664050362.0,Consumer Defensive,Beverages - Wineries & Distilleries,0.503,126.0,4.7,331867,Paris,EURONEXT,FR,False
TSCO,Tractor Supply Company,31642292460.0,Consumer Cyclical,Specialty Retail,0.802,293.34,4.4,428887,NASDAQ Global Select,NASDAQ,US,False
WDS,Woodside Energy Group Ltd,31507729809.0,Energy,Oil & Gas Exploration & Production,0.735,16.62,1.29,362337,New York Stock Exchange,NYSE,AU,False
WEC,"WEC Energy Group, Inc.",31446699710.0,Utilities,Regulated Electric,0.437,99.49,3.34,706279,New York Stock Exchange,NYSE,US,False
HUM,Humana Inc.,31444788330.0,Healthcare,Medical - Healthcare Plans,0.503,261.165,3.54,2207435,New York Stock Exchange,NYSE,US,False
VITNX,Vanguard Institutional Total Stock Market Index Fund Institutional Shares,31427762155.0,Financial Services,Asset Management,1.01,100.14,0.707430999999999,0,NASDAQ,NASDAQ,US,True
VITPX,Vanguard Institutional Total Stock Market Index Fund,31427762113.0,Financial Services,Asset Management,1.01,100.12,0.7074239999999999,0,NASDAQ,NASDAQ,US,True
HEI,HEICO Corporation,31372320114.0,Industrials,Aerospace & Defense,1.228,261.01,0.22,117459,New York Stock Exchange,NYSE,US,False
EBAY,eBay Inc.,31365584700.0,Consumer Cyclical,Specialty Retail,1.316,64.1423,1.08,1564206,NASDAQ Global Select,NASDAQ,US,False
WSP.TO,WSP Global Inc.,31300217760.0,Industrials,Engineering & Construction,0.8160000000000001,250.98,1.5,80318,Toronto Stock Exchange,TSX,CA,False
CVE,Cenovus Energy Inc.,31256724000.0,Energy,Oil & Gas Integrated,2.635,16.84,0.47000000000000003,2337364,New York Stock Exchange,NYSE,CA,False
IWR,iShares Russell Mid-Cap ETF,31223707624.0,Financial Services,Asset Management,1.05,89.2999,1.14222,416657,New York Stock Exchange Arca,AMEX,US,False
TRVLX,T. Rowe Price Value Fund,31183783913.0,Financial Services,Asset Management,0.8,50.07,0.556,0,NASDAQ,NASDAQ,US,True
PAVLX,T. Rowe Price Value Fund Advisor Class,31183783910.0,Financial Services,Asset Management,0.8,48.74,0.485,0,NASDAQ,NASDAQ,US,True
VMVAX,Vanguard Mid-Cap Value Index Fd Admiral,31167557557.0,,,0.9400000000000001,88.37,1.035,0,NASDAQ,NASDAQ,,True
SCHB,Schwab U.S. Broad Market ETF,31128474792.0,Financial Services,Asset Management,1.02,22.525,0.5587662600000001,1558401,New York Stock Exchange Arca,AMEX,US,False
DFAC,Dimensional U.S. Core Equity 2 ETF,31078534121.0,Financial Services,Asset Management,0.99,34.849,0.35905599999999904,832797,New York Stock Exchange Arca,AMEX,US,False
CAP.PA,Capgemini SE,31020226919.0,Technology,Information Technology Services,1.02,181.1,3.4,266227,Paris,EURONEXT,FR,False
VOE,Vanguard Mid-Cap Value Index Fund,30910857787.0,Financial Services,Asset Management,0.9400000000000001,169.185,3.5300000000000002,249090,New York Stock Exchange Arca,AMEX,US,True
FOCPX,Fidelity OTC Portfolio,30896732158.0,,,1.09,20.98,0.01,0,NASDAQ,NASDAQ,US,True
FOCKX,Fidelity OTC K,30896732148.0,,,1.1,21.53,0.017,0,Nasdaq,NASDAQ,,True
DLTNX,DoubleLine Total Return Bond Fund Class N,30882263037.0,Financial Services,Asset Management - Bonds,0.9,8.88,0.377,0,NASDAQ,NASDAQ,,True
DBLTX,DoubleLine Total Return Bond Fund Class I,30882263036.0,Financial Services,Asset Management - Bonds,0.9,8.89,0.396,0,NASDAQ,NASDAQ,,True
DSFIR.AS,DSM-Firmenich AG,30879037579.0,Consumer Defensive,Household & Personal Products,0.71528,116.4,2.5,353903,Amsterdam,EURONEXT,CH,False
NET,"Cloudflare, Inc.",30862591025.0,Technology,Software - Infrastructure,1.098,90.32,0.0,783787,New York Stock Exchange,NYSE,US,False
PRBLX,Parnassus Core Equity Fund,30837284835.0,Financial Services,Asset Management,0.96,66.17,0.18,0,NASDAQ,NASDAQ,US,True
PRILX,Parnassus Core Equity Fund - Institutional Shares,30837284824.0,Financial Services,Asset Management,0.96,66.36,0.259,0,NASDAQ,NASDAQ,US,True
HO.PA,Thales S.A.,30800218721.0,Industrials,Aerospace & Defense,0.5720000000000001,153.15,3.45,158316,Paris,EURONEXT,FR,False
TRRCX,T. Rowe Price Retirement 2030 Fund,30777989100.0,Financial Services,Asset Management,1.02,27.05,0.46900000000000003,0,NASDAQ,NASDAQ,US,True
TRFHX,T. Rowe Price Retirement 2030 I,30777989096.0,,,1.02,27.08,0.47400000000000003,0,Nasdaq,NASDAQ,,True
FTS.TO,Fortis Inc.,30771728000.0,Utilities,Regulated Electric,0.229,62.14,2.46,296095,Toronto Stock Exchange,TSX,CA,False
GEN.BR,Assicurazioni Generali S.p.A.,30721274688.0,Financial Services,Insurance - Diversified,1.026651,19.5,1.16,77,Brussels,EURONEXT,IT,False
ROK,"Rockwell Automation, Inc.",30636090000.0,Industrials,Industrial - Machinery,1.361,270.0,5.0,204235,New York Stock Exchange,NYSE,US,False
ARGX.BR,argenx SE,30627664860.0,Healthcare,Biotechnology,0.306,512.2,0.0,53808,Brussels,EURONEXT,NL,False
IIVI,II-VI Incorporated,30513807103.0,Technology,"Hardware, Equipment & Parts",1.4961259999999998,227.08,12.0,247144,NASDAQ Global Select,NASDAQ,US,False
BCE,BCE Inc.,30502182105.0,Communication Services,Telecommunications Services,0.482,33.435,2.89,593429,New York Stock Exchange,NYSE,CA,False
